,asin,title,description,category,topic_name,topic_rank,bubble_color,bubble_size
972,B000255NPA,"Imagine Gold Llc AIM10035 Drum Bowl, 1/2gal, 24-Pack","Imagine Drum Bowl 1/2gal 24pk. Imagine Gold, L.L.C. is a <br> state-of-the-art manufacturing company of v...",fish,fish_1,47,0.07685,8.0
974,B000255NYQ,"Python Airline Tubing for Aquarium, 25-Feet",Python airline tubing is non-toxic and ozone safe. The pale blue <br> color makes it virtually invisible ...,fish,fish_6,27,0.4273450413223137,242.0
990,B000255NSM,Eheim 4015150 External Filter Aquarium Suction Cup and Clip,New pre-filter at top for longer intervals between cleaning. <br> Simple to use and set up. Large volume ...,rabbits and rodents,rabbits and rodents_3,15,0.47635,2.0
991,B000255NIC,API AQUARIUM SALT Freshwater Aquarium Salt,A lack of electrolytes in aquarium freshwater may cause serious <br> health problems for freshwater fish....,fish,fish_2,10,0.4499394174757279,515.0
992,B000255N7S,API PROPER pH Freshwater Aquarium Water pH Stabilizer,"pH is the measure of acidity of water, on a scale ranging from 0 <br> to 14. A pH of 0 is the most acidic...",fish,fish_2,43,0.3436673366834168,199.0
993,B000255O86,ERGMY Flea Tick Collar for Cat - One Size Fits All - Flea Prevention Up to 8 Months - Natural ...,Are you absolutely confident that your pet is flea free? Are you <br> confident that your home is entirel...,rabbits and rodents,rabbits and rodents_4,5,0.7976500000000001,6.0
996,B000255N0A,API Ammo-Lock Freshwater and Saltwater Aquarium Ammonia Detoxifier,"Fish continually release ammonia into the aquarium through their <br> gills, urine and solid waste. Uneat...",fish,fish_1,32,0.2727283018867924,159.0
1000,B000255O7W,Undergravel Filter - 20L or 29 Gallon - 30 in. x 12 in.,The Perfect-a- Flow Undergravel Filter is a biological <br> filtration system for fresh or saltwater aqua...,rabbits and rodents,rabbits and rodents_4,13,0.8253,3.0
1004,B000255NVE,Python Aquarium Replacement Pump,Replacement T Pump designed for use with the Python No Spill <br> Clean and Fill Systems. The pump draws ...,fish,fish_4,37,0.4239750798722045,313.0
1011,B000255OW2,Zoo Med Nightlight Red Reptile Bulb 60 Watts,"Like our Nocturnal Infrared Heat Lamp, the Nightlight Red <br> Reptile bulb is also made of true red glas...",amphibians and reptiles,amphibians and reptiles_2,22,0.3866746666666666,75.0
1012,B000255OTA,Zoo Med Basking Spot Lamp,The Reptile Basking Spot Lamps have a unique patented double <br> reflector that focuses 35% more heat an...,amphibians and reptiles,amphibians and reptiles_3,15,0.1749643678160919,87.0
1013,B000255NNM,Blue Ribbon Pet Products - Airstone,"Blue ribbon pet products are manufacturers and importers of fish <br> food, aquarium accessories and supp...",rabbits and rodents,rabbits and rodents_1,32,0.488488888888889,9.0
1014,B000255OS6,Zoo Med Repti Sun UVB,"The award winning, industry standard, UVB lamp for reptiles. A <br> full 5% UVB output allows vitamin D3 ...",amphibians and reptiles,amphibians and reptiles_2,9,0.5144333333333334,63.0
1016,B000255OSG,Zoo Med ReptiSun Fluorescent Lamp,"The award winning, industry standard, UVB lamp for reptiles. A <br> full 5% UVB output allows vitamin D3 ...",amphibians and reptiles,amphibians and reptiles_2,7,0.5159307692307692,26.0
1017,B000255ORW,"Zoo Med Laboratories SZMZM30 Land Tortoise and Omnivore Food, 6-Ounce","At last, a natural long-stem fiber diet for Tortoises. Zoo Med <br> is proud to announce the Natural Gras...",amphibians and reptiles,amphibians and reptiles_2,20,0.7039666666666666,3.0
1025,B000255OUE,Zoo Med Nocturnal Infrared Incandescent Heat Lamp 150 Watts,"Ideal 24 hour heat source for all types of reptiles, amphibians, <br> birds or small animals. Very little...",amphibians and reptiles,amphibians and reptiles_5,2,0.3789566878980889,314.0
1027,B000255NZ0,Python Algae Mitt Cloth for Aquarium,"This white, mitt-shaped algae remover effortlessly wipes away <br> unsightly algae from glass and acrylic...",rabbits and rodents,rabbits and rodents_1,13,0.5800081081081082,37.0
1030,B000255OVS,Zoo Med Nightlight Red Reptile Bulb 40 Watts,"Like our Nocturnal Infrared Heat Lamp, the Nightlight Red <br> Reptile bulb is also made of true red glas...",amphibians and reptiles,amphibians and reptiles_2,21,0.2692785714285715,42.0
1031,B000255P58,Natures Miracle Litter Treatment 2lbs,"Easy to use, sprinkle in litter box. With nature's enzymes to <br> eliminate urine odors. Activates upon ...",cat,cat_0,21,0.6939285714285713,14.0
1042,B000255PSU,Kent Marine Tech I Iodine Supplement,Kent Marine Tech I is the most significant breakthrough in <br> marine additive technology in the last fi...,fish,fish_2,38,0.46945,8.0
1045,B000255PIU,Seachem Reef Plus,"SeaChem Reef Plus is a full spectrum reef supplement containing <br> trace elements, vitamins, and amino ...",rabbits and rodents,rabbits and rodents_3,28,0.3476666666666667,3.0
1046,B000255OV8,Zoo Med Daylight Blue Incandescent Reptile Bulb 60 Watts,Zoo Meds Daylight Blue Reptile Bulb is made of a true blue glass <br> (not painted or coated) for better ...,amphibians and reptiles,amphibians and reptiles_4,20,0.2438862068965517,87.0
1049,B000255OWW,Zoo Med Terrarium Moss,Completely natural moss cage substrate for amphibians and <br> wetland environment reptiles. Great for us...,amphibians and reptiles,amphibians and reptiles_1,13,0.0330333333333333,6.0
1050,B000255OT0,"Zoo Med Repti Basking Spot Lamps, 75 Watts",The Reptile Basking Spot Lamps have a unique patented double <br> reflector that focuses 35% more heat an...,amphibians and reptiles,amphibians and reptiles_2,27,0.1865269230769231,26.0
1051,B000255PJO,"Cichlid Lake Salt, 250 g / 8.8 oz",Sachem's Cichlid Lake Salt is a chemically sound blend of salts <br> designed to replicate the natural en...,fish,fish_6,19,0.5296490909090908,55.0
1052,B000255PJY,"Cichlid Lake Salt, 1 kg / 2.2 lbs","Cichlid Lake Salt, 1 kg / 2.2 lbs",fish,fish_6,24,0.5840878787878788,33.0
1054,B000255PDA,Seachem Marine Buffer 1 Kilo,Marine Buffer will Safely raise marine pH to 8.3. It will not <br> raise pH above 8.3 even if inadvertent...,fish,fish_6,18,0.4274904761904762,21.0
1057,B000255P0I,Pretty Bird Daily Select Premium Food for Large Birds (20 lbs.),"Product Highlight(s):Our original multicolored, <br> multi&#045;shaped, extruded bird food containing 14&...",bird,bird_1,19,0.6455999999999998,40.0
1060,B000255PFI,Seachem Prime,Prime is the complete and concentrated conditioner for both <br> fresh and salt water. Prime removes chlo...,fish,fish_1,5,0.5090382550335574,2384.0
1064,B000255PFS,Seachem Neutral Regulator 1 Kilo,Neutral regulator adjusts pH to neutral (pH 7.0) from either a <br> low or high pH and maintains it there...,fish,fish_4,42,0.441813698630137,73.0
1069,B000255T9K,San Francisco Bay Brand Freeze Dried Plankton 2 oz.,An abundance of proteins and lipids makes these plankton ideal <br> food supplement for invertebrates and...,amphibians and reptiles,amphibians and reptiles_2,13,0.3726857142857142,7.0
1070,B000255UYE,SAN FRANCISCO BAY Brand Freeze Dried Bloodworms 1.75oz,"Also known as Red Mosquito Larve. Your discus, eels, betas, <br> loaches and other community freshwater f...",fish,fish_5,25,0.5217787234042555,94.0
1076,B000255URG,San Francisco Bay Brand Freeze Dried Bloodworms 1 oz.,San Francisco Bay Brand Freeze Dried Bloodworms 1 oz.,fish,fish_2,12,0.5067820895522388,67.0
1083,B000255USU,San Francisco Bay Brand/Sally's Freeze Dried Bacteria Free Tubifex - 4 oz.,"Freeze Dried Bacteria Free Tubifex - 4 oz.,,",fish,fish_3,38,0.5640175438596491,57.0
1086,B000255OUO,"Zoo Med Reptile Lamp Stand, Full Size",Use a Reptile Lamp Stand to safely suspend any of Zoo Meds Clamp <br> Lamp fixtures or Drippers above you...,amphibians and reptiles,amphibians and reptiles_2,12,0.5192293203883497,515.0
1087,B000255P7G,"Pretty Bird International SPB77320 3-Pound Tortoise Food, Large","Pretty Bird large tortoise food contains 8-percent protein, <br> 3-percent fat and 13-percent fiber. Mult...",amphibians and reptiles,amphibians and reptiles_4,2,0.7038099999999999,10.0
1088,B000255PB2,Kent Marine Concentrated Liquid Calcium,"Concentrated Liquid Calcium provides bio-available calcium for <br> lush growth of purple, pink and green...",fish,fish_2,4,0.5449418181818183,55.0
1091,B0002563JA,Tetra AquaSafe Plus Water Conditioner/Dechlorinator,AquaSafe conditions tap water safe for your fish by neutralizing <br> chlorine and heavy metals present i...,fish,fish_3,45,0.4946832344213656,674.0
1093,B000255PL2,Seachem Reef Complete Conditioner,Seachem Reef Complete is the liquid version of the Reef <br> Advantage Calcium. It is a concentrated (160...,other,other_1,30,0.93015,2.0
1094,B0002563KE,AquaClear Impeller Assembly for Power Filter,The AquaClear Impeller Assembly is a replacement part for the <br> AquaClear 70 Power Filter. The Power F...,rabbits and rodents,rabbits and rodents_5,21,0.3394737967914436,187.0
1100,B0002563JU,"TetraPond GreenFree Clarifier UV2, 18 Watts, Ponds up to 4400 Gallons (Discontinued by Manufacturer)",Tetra Pond GreenFree Clarifier UV 2 includes an 18 watt UV <br> Clarifier and is designed for ponds up to...,fish,fish_6,12,0.03295,2.0
1101,B0002563RM,"A16930 AquaClear Impeller Assembly, 70 Powerhead",The AquaClear Impeller Assembly is a replacement part for the <br> AquaClear 70 Powerhead. Adding an Aqua...,rabbits and rodents,rabbits and rodents_5,44,0.30380625,16.0
1107,B000255NVO,"Python No Spill Clean and Fill Aquarium Gravel Tube, 36-Inch",Python extended length gravel tubes are for tall aquariums or <br> convenient garden pond maintenance. Al...,fish,fish_3,22,0.5666,29.0
1112,B0002563YA,"AquaClear 30 Ammonia Remover, 3-7/8 Ounce",AquaClear 30 Ammonia Remover is ideal for new or heavily <br> populated freshwater aquariums. It removes ...,fish,fish_5,24,0.32836,5.0
1115,B000255P8A,"Kent Marine 00006 Superbuffer-DKH, 2.20-Pound Jar",Kent Superbuffer-DKH is a specially formulated pH buffer and <br> alkalinity or carbonate hardness (KH) b...,fish,fish_1,4,0.3559562500000001,16.0
1119,B0002563C2,"Jungle NL080-8-4 Net Soak Net Cleaner, 8-Ounce, 236-ml",Jungle Net Soak concentrated net cleaner for use with <br> established aquariums removes most harmful sub...,fish,fish_6,2,0.2977857142857143,7.0
1128,B00025640S,Tetra ReptoMin Floating Food Sticks for Aquatic Turtles/Newts/Frogs,"For 50 years, fishkeeping enthusiasts have looked to the Tetra <br> name for products and solutions that ...",amphibians and reptiles,amphibians and reptiles_4,4,0.5730505376344106,1116.0
1129,B0002563Y0,"AquaClear 20 Ammonia Remover, 2.1 Ounce",AquaClear 20 Ammonia Remover is ideal for new or heavily <br> populated freshwater aquariums. It removes ...,other,other_4,20,0.4613666666666667,3.0
1134,B0002564FS,Danner Bio Matrix Cartridges Skilter,""",THE BIO-MATRIX CARTRIDGE PROVIDES TRIPLE FILTRATION FOR <br> AQUARIUM WATER.,The dense white polyester ...",other,other_3,8,0.4862,4.0
1135,B0002563AE,"Jungle NJ007 Aquarium Salt, 1-Pound","Jungle aquarium salt is the finest quality aquarium salt <br> available and has many uses.,,",fish,fish_6,44,0.4324514285714285,35.0
1141,B0002563O0,JW Comfy Perch for Birds,JW Pet's Comfy Perch is a versatile rope perch that provides <br> entertainment and exercise for pet bird...,bird,bird_3,38,0.5787747841105381,1158.0
1145,B000255PKI,Seachem Malawi/Victoria Buffer 300gram,Malawi/Victoria buffer is a blend of carbonate salts designed to <br> enhance the natural environment of ...,fish,fish_2,24,0.4766566666666667,30.0
1147,B00025644E,"KORDON  #31156  NovAqua Water Conditioner, 16-Ounce","NovAqua detoxifies chlorine, heavy metals and other harmful <br> substances from the water in both fresh ...",fish,fish_4,1,0.4934500000000001,4.0
1154,B0002563U4,Elite Battery Operated Air Pump,Elite Battery Air Pump provides auxiliary air when main air <br> source fails. This battery operated air ...,fish,fish_2,41,0.5072272727272727,11.0
1155,B0002563W2,AquaClear 70 Foam,AquaClear 70 Foam Filter Insert provides mechanical filtration <br> in freshwater or marine environments ...,fish,fish_4,13,0.7444071428571428,14.0
1157,B00025644Y,"KORDON  #31161   NovAqua Water Conditioner, 1-Gallon","NovAqua detoxifies chlorine, heavy metals and other harmful <br> substances from the water in both fresh ...",fish,fish_1,7,0.4466157894736843,19.0
1166,B0002564US,"Tetra 16965 VitaShell Shell and Skin Conditioner, 2-Ounce, 56.70-Gram","Combines moisturizers, conditioners, and proteins in a unique, <br> deep-penetrating cream that revitaliz...",amphibians and reptiles,amphibians and reptiles_2,6,0.5246166666666666,72.0
1169,B0002563YK,"AquaClear 50 Ammonia Remover, 5 Ounce",AquaClear 50 Ammonia Remover is ideal for new or heavily <br> populated freshwater aquariums. It removes ...,fish,fish_1,3,0.7124285714285714,7.0
1170,B0002563UY,Aqua Clear Activated Carbon,AquaClear 50 Activated Carbon Filter Insert improves water <br> clarity for freshwater and marine aquariu...,fish,fish_3,47,0.5041705882352937,136.0
1173,B0002563ZE,MOTOR BELT DYNAMASTER RIBBED,"This is a replacement dirve belt (14070) for the Dynamaster Air <br> Pump.Size:approximately 3.5"" diamete...",farm animals,farm animals_1,1,0.2927333333333333,3.0
1174,B0002565A2,Marina Flexible Coil Brush,The Marina Flexible Coil Brush is ideal for cleaning filter <br> tubes up to 3/4-inch in diameter and 21-...,amphibians and reptiles,amphibians and reptiles_3,8,0.4651548387096773,31.0
1175,B0002565FC,Impeller for 550 Penguin Powerhead,"Replacement impeller for the Penguin 550 Submersible Power <br> Head.Size:2 1/2"" long x 1"" wide (impeller...",fish,fish_2,37,0.3451285714285714,7.0
1177,B0002565DO,"Intake Tube and Strainer for Magnum 200, 220, 330 and 350 Canister Filters",The replacement Intake Tube and Strainer for all Magnum Filters.,fish,fish_6,21,0.5378058823529412,17.0
1178,B00025654I,FC-4 Filt-A-Carbon Cartridge - 2 pk,Filt-ACarb Carbon Undergravel Filter Cartridges are a convenient <br> trouble free filter system with eas...,fish,fish_5,5,0.3682,5.0
1179,B0002563UO,Aqua Clear Foam,"Feature(s): For AquaClear 30 and ""150"" Mechanically filters dirt <br> and debris Large capacity for waste...",fish,fish_4,26,0.4649558139534882,129.0
1185,B000255UZI,San Francisco Bay Brand ASF66200 Brine Shrimp Hatch Mix for Baby Fish and Reef Tanks,San Francisco Bay Brand ASF66200 Brine Shrimp Hatch Mix for Baby <br> Fish and Reef Tanks,rabbits and rodents,rabbits and rodents_2,8,0.3615363636363637,33.0
1188,B0002565RA,MarineLand Bonded Filter Sleeve for Magnum 350 Canister Filter,"At Marineland, innovation powers everything we do. From industry <br> firsts to industry standards, Marin...",fish,fish_3,34,0.4925791044776114,134.0
1189,B0002565Q6,"MarineLand Micron Cartridge, Fits Magnum Canister Filters",Foam sleeves and other parts and accessories available for the <br> magnum and hot magnum canister filter...,fish,fish_5,34,0.504307619047619,105.0
1191,B0002565TI,Marineland Rite-Size Penguin Power Filter Cartridges,Our filter cartridges meet the absolute highest standards of <br> water purification performance and oper...,fish,fish_5,38,0.5008811777456658,2768.0
1192,B0002564QW,"Danner 12 Supreme Magnetic Drive Pond Pump, 1200 GPH (Black)","Suitable for large garden fountains, piped statuary, and ponds.  <br>   12 Gph Maximum Flow With A 15  Sh...",farm animals,farm animals_1,4,0.4763199999999999,10.0
1198,B000256458,"Kordon  #31256 AmQuel- Ammonia Detoxifier for Aquarium, 16-Ounce","True one step liquid chlorine, chloramine and ammonia remover. <br> Nontoxic to fish, aquatic invertebrat...",fish,fish_4,48,0.27959,50.0
1200,B0002565SY,Marineland Rite-Size Penguin Power Filter Cartridges,"From industry firsts to industry standards, Marineland products <br> are designed with both performance a...",fish,fish_2,11,0.5008811777456658,2768.0
1203,B00025653Y,Sun Seed Company Cockatiel Vita-Mix 25lb,"Our finest and most popular cockatiel mix with tropical fruit, <br> white millet, safflower, wheat, oat g...",bird,bird_3,5,0.4090250000000001,4.0
1209,B0002565FM,Kaytee Exact Hand Feeding for Baby Birds,Kaytee exact Hand Feeding Formula was one of the first instant <br> formulas available and is one of the ...,bird,bird_1,26,0.4458154696132596,181.0
1210,B00025664W,"Poly Bio Marine Products APM1212 Poly-Bio-Marine Poly Sheet Filter Pads for Aquarium, 12 by 12-Inch",Poly-Bio-Marine poly sheet is highly adsorbent chemical filter <br> media pads quickly and efficiently re...,fish,fish_6,47,0.6112093750000002,32.0
1212,B0002565PW,"Marineland PA0100 Bonded Filter Pad, 312-Square-Inch",Magnum canister filter filter pad.,fish,fish_1,9,0.4775085714285712,175.0
1217,B00025666U,"Lifegard Aquatics Filter Media, 3-Pound Bottle",The Replacement Biological Media for Fluidized Bed Filters can <br> be used in fresh or saltwater aquariu...,fish,fish_4,25,0.45826,5.0
1218,B000255N3C,API STRESS ZYME Freshwater and Saltwater Aquarium Cleaning Solution,Reduce aquarium maintenance by creating a naturally balanced <br> aquarium with API STRESS ZYME Freshwate...,fish,fish_2,16,0.4767826262626265,495.0
1224,B000256688,Lifegard Aquatics 4-Inch by 6-Inch White Algae Pad,"Surface friendly Algae Scrub Pads are safe, non-toxic and easy <br> to use for removing line scum, unsigh...",rabbits and rodents,rabbits and rodents_6,15,0.4622083333333333,12.0
